Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
The Prince,"['Niccolo Machiavelli', 'Michael Ennis']",ePUB,3.99,3.99,0307962547,2012-07-17,Knopf Doubleday Publishing Group,
The Fires Of Heaven,['Robert Jordan'],ePUB,12.99,12.99,0748115382,2010-02-16,"Little, Brown Book Group",928
Fantastic Mr Fox,"['Roald Dahl', 'Quentin Blake']",ePUB,9.99,9.99,0141929847,2007-09-06,Penguin Random House Children's UK,96
The Ragged Heiress,['Dilly Court'],ePUB,15.99,15.99,1407087835,2010-09-16,Random House,512
"Reader And Educator Guide To ""the Hobbit"" And ""the Lord Of The Rings""",['Houghton Mifflin Harcourt'],ePUB,4.99,4.99,0544052005,2012-08-28,HarperCollins,
Fire In The Darkness (Darkness Series #2),['Stacey Marie Brown'],ePUB,5.32,5.32,1310461236,2015-05-15,Stacey Marie Brown,
The Warmth of Other Suns,['Isabel Wilkerson'],ePUB,28,22.43,0679604073,2010-09-07,Knopf Doubleday Publishing Group,
Enemy of God,['Bernard Cornwell'],Paperback,22.99,20.4,1405928336,2016-11-28,Penguin UK,496
Cognitive Behavioural Therapy For Dummies,"['Rhena Branch', 'Rob Willson']",ePUB,26.99,26.99,0470666110,2016-05-16,Wiley,384
3rd Degree,"['James Patterson', 'Andrew Gross']",ePUB,12.99,12.99,0755387074,2011-04-28,Headline,283
Fated,['Benedict Jacka'],ePUB,11.99,11.99,0748124918,2012-03-01,"Little, Brown Book Group",304
Enlightenment Now,['Steven Pinker'],ePUB,18.99,18.99,0141979100,2018-02-13,Penguin Books Ltd,256
Don't Forget Your Crown,['Derrick Jaxn'],ePUB,14.11,14.11,0463456912,2018-10-04,Derrick Jaxn,
Book not found for ISBN 9780307279729,,,,,,,,
The French House,['Nick Alexander'],ePUB,5.99,5.99,0857896342,2013-04-01,Corvus,300
"Hello, Gorgeous",['William J. Mann'],ePUB,23.64,23.5,0547905866,2012-10-09,,640
The Light Fantastic,['Terry Pratchett'],ePUB,15.99,15.99,1407034391,2009-11-24,Transworld,288
Periodic Tales,['Hugh Aldersey-Williams'],ePUB,15.99,15.99,0141919264,2011-02-03,Penguin Books Ltd,448
Tom Clancy Full Force and Effect,['Mark Greaney'],ePUB,42.25,42.25,0698185366,2014-12-02,,688
Those Darn Squirrels!,"['Adam Rubin', 'Daniel Salmieri']",ePUB,14.29,11.99,0544029569,2024-02-27,HarperCollins,32
"Dark Justice (Sean Dillon Series, Book 12)",['Jack Higgins'],ePUB,10.99,10.99,0007369409,2011-06-14,HarperCollins Publishers,416
Helga's Diary,['Helga Weiss'],ePUB,15.99,15.99,0241959519,2013-02-14,Penguin Books Ltd,240
The Origins of Totalitarianism,['Hannah Arendt'],ePUB,29.14,27.25,0547543158,1973-03-21,,576
Why Do I Do That? Psychological Defense Mechanisms and the Hidden Ways They Shape Our Lives,['Joseph Burgo'],ePUB,14.36,14.36,0988443112,2016-05-09,Joseph Burgo,
A Spell for Chameleon,['Piers Anthony'],ePUB,6.99,6.99,0345454308,2002-03-26,Random House Worlds,
Macleod's Clinical Examination,['J Alastair Innes'],ePUB,73.95,73.95,0702069914,2018-03-09,Elsevier Limited (UK),0
The Burning Girl,"['Mark Billingham', 'Roger Lloyd Pack']",ePUB,12.99,12.99,0748109595,2008-09-04,"Little, Brown Book Group",448
The Stress Solution,['Dr Rangan Chatterjee'],ePUB,19.99,19.99,0241317959,2018-12-27,Penguin Books Ltd,272
Ulysses,"['James Joyce', 'Declan Kiberd']",ePUB,14.99,14.99,0241243629,2015-06-04,Penguin Books Ltd,1040
Fight Club,['Chuck Palahniuk'],ePUB,19.75,13.95,0393066398,2005-10-17,,224
The Fall,['Robert Muchamore'],Paperback,19.99,19.99,0340911700,2007-03-01,Hachette Children's Books,352
The Merchant's House,['Kate Ellis'],ePUB,12.99,12.99,0748126740,2011-01-20,"Little, Brown Book Group",256
Mort,['Terry Pratchett'],ePUB,15.99,15.99,1407034502,2009-05-27,Transworld,320
The First Law Trilogy Boxed Set,['Joe Abercrombie'],ePUB,21.99,21.99,057508622X,2012-08-30,Orion,1600
Book not found for ISBN 9780141932071,,,,,,,,
First Prize for the Worst Witch,['Jill Murphy'],ePUB,9.99,9.99,0141355174,2018-09-06,Penguin Random House Children's UK,208
One-hit Wonder,['Lisa Jewell'],ePUB,15.99,15.99,0141916222,2001-09-27,Penguin Books Ltd,464
The Other Daughter,['Lisa Gardner'],ePUB,11.99,11.99,0755396529,2012-07-05,Headline,328
Voodoo River,['Robert Crais'],ePUB,10.99,10.99,140130611X,2013-07-16,Hachette Books,416
The Little Prince,"['Antoine de Saint-Exupéry', 'Richard Howard']",PDF,14.84,14.4,0547761406,2000-06-29,,96
Book not found for ISBN 9780062368232,,,,,,,,
Watch Your Back (The Baltimore Series Book 4),['Karen Rose'],ePUB,11.99,11.99,0755389948,2013-11-07,Headline,544
Book not found for ISBN 9780230738126,,,,,,,,
Out of This World,['Neville Goddard'],ePUB,11.43,11.43,0463567455,2018-06-19,Neville Goddard,
Monty,['Spike Milligan'],ePUB,14.99,14.99,0241966167,2012-12-13,Penguin Books Ltd,128
The Odyssey,"['Homer', 'Emily Wilson']",ePUB,62.65,50.99,0393634566,2017-11-07,W. W. Norton & Company,656
Towers of Midnight,"['Robert Jordan', 'Brandon Sanderson']",ePUB,12.99,12.99,0748117210,2011-01-31,"Little, Brown Book Group",672
The Songs of Distant Earth,['Arthur C Clarke'],Paperback,23.5,23.5,0586066233,1998-11-02,HarperCollins Publishers,240
Good Economics for Hard Times,"['Abhijit V. Banerjee', 'Esther Duflo']",ePUB,21.99,21.99,0141986204,2019-11-12,Penguin Books Ltd,256
Dark Witch,['Nora Roberts'],ePUB,11.99,11.99,1405517824,2013-10-31,"Little, Brown Book Group",368
Anything is Possible,['Elizabeth Strout'],ePUB,15.99,15.99,0241248809,2017-05-04,Penguin Books Ltd,280
The Beach House,['Beth Reekles'],ePUB,9.99,9.99,0241413214,2019-05-11,Penguin Random House Children's UK,208
Alicia,['Alicia Appleman-Jurman'],ePUB,11.99,10.99,0307788644,2011-02-16,Random House Publishing Group,
Low Level Hell,['Hugh L. Mills Jr.'],ePUB,23.99,19.99,0307537927,2009-01-16,Random House Publishing Group,
The Far Side of the Sun,['Kate Furnivall'],ePUB,12.99,12.99,1405521287,2013-12-05,"Little, Brown Book Group",384
Nineteen Eighty-Four,"['George Orwell', 'Thomas Pynchon']",ePUB,10.99,10.99,0141919957,2004-01-29,Penguin Books Ltd,400
The Man Who Solved the Market,['Gregory Zuckerman'],ePUB,18.99,18.99,0241981344,2019-11-05,Penguin Books Ltd,304
Book not found for ISBN 9780061213731,,,,,,,,
Hulk,"['Greg Pak', 'John Romita']",ePUB,13.19,10.99,0785171398,2019-03-06,Marvel Entertainment,
The Gateway to the Seer Realm,"['Barbie Breathitt', 'James W. Goll', 'Chuck Pierce']",ePUB,24.93,20.99,0768487811,2012-08-21,"Destiny Image, Inc.",316
The Power Is Within You,['Louise Hay'],ePUB,10.26,9.99,1401928927,2000-01-01,Hay House,238
Age of Iron,['Angus Watson'],ePUB,11.99,11.99,1405528524,2014-09-02,"Little, Brown Book Group",560
Book not found for ISBN 9780230765061,,,,,,,,
Book not found for ISBN 9780060739805,,,,,,,,
Artemis Fowl and the Opal Deception,['Eoin Colfer'],ePUB,12.99,12.99,0141927232,2006-04-06,Penguin Random House Children's UK,384
Last Seen Alive,['Claire Douglas'],ePUB,15.99,15.99,1405926414,2017-07-13,Penguin Books Ltd,400
"Finding Ultra, Revised and Updated Edition",['Rich Roll'],ePUB,23.99,19.99,0307952215,2012-05-22,Harmony/Rodale,
Nemesis,"['Jo Nesbo', 'Don Bartlett']",ePUB,15.99,15.99,1407013351,2010-04-01,Random House,720
Fever of the Bone,['Val McDermid'],ePUB,11.99,11.99,0748114696,2009-09-03,"Little, Brown Book Group",448
"Who am I, again?",['Lenny Henry'],ePUB,18.69,15.99,0571342620,2019-10-01,Faber & Faber,352
Sophie's World,['Jostein Gaarder'],ePUB,12.99,12.99,0297864076,2010-07-15,Orion,448
Book not found for ISBN 9780062242273,,,,,,,,
Operator Down,['Brad Taylor'],ePUB,0,0,1101984821,2018-01-09,Penguin Publishing Group,
The Hitchhiker's Guide to the Galaxy,['Douglas Adams'],ePUB,13.95,10.5,0330513087,2009-09-01,,0
The New Annotated Frankenstein (The Annotated Books),"['Mary Shelley', 'Leslie S. Klinger', 'Guillermo del Toro', 'Anne K. Mellor']",ePUB,54.95,43.99,087140950X,2017-08-08,Liveright,416
Gettysburg,['Stephen W. Sears'],ePUB,11.99,11.99,0547526849,2004-11-03,HarperCollins,640
The Rise and Fall of the British Nation,['David Edgerton'],ePUB,18.99,18.99,0141975962,2018-06-28,Penguin Books Ltd,720
The Charisma Myth,['Olivia Fox Cabane'],ePUB,16.99,16.99,0670922889,2012-10-01,Penguin Books Ltd,272
The Light that Failed,"['Ivan Krastev', 'Stephen Holmes']",ePUB,15.99,15.99,0241345715,2019-10-31,Penguin Books Ltd,256
Percy Jackson and the Battle of the Labyrinth,['Rick Riordan'],ePUB,12.99,12.99,0141919140,2009-03-05,Penguin Books Ltd,352
Death's End,"['Cixin Liu', 'Ken Liu']",Hardcover,46.95,46.95,0765377101,2016-09-20,TOR BOOKS                     ,608
Ancient Knowledge,['George Curtis'],ePUB,2.75,2.75,1291841520,2014-05-09,,0
Thursday's Child,['Nicci French'],ePUB,15.99,15.99,0141964049,2014-04-10,Penguin Books Ltd,320
The Side Hustle,['Nick Loper'],ePUB,0,0,1311206523,2015-05-20,Nick Loper,
Funny Girl,['Nick Hornby'],ePUB,15.99,15.99,0241965217,2014-11-06,Penguin Books Ltd,256
The Cleaner of Chartres,['Salley Vickers'],ePUB,15.99,15.99,0241963338,2012-11-01,Penguin Books Ltd,304
Two Women,['Martina Cole'],ePUB,11.99,11.99,0755350766,2008-09-04,Headline,672
The Corfu Trilogy,['Gerald Durrell'],ePUB,18.99,18.99,0141911131,2006-08-03,Penguin Books Ltd,768
Sweet Temptation,['Lucy Diamond'],ePUB,12.35,8.95,0330525441,2010-06-04,,0
You Can't Hide,['Karen Rose'],ePUB,11.99,11.99,0755372220,2009-10-15,Headline,300
The Well of Ascension,['Brandon Sanderson'],ePUB,11.99,11.99,0575097752,2010-03-30,Orion,800
Lights Out Till Dawn,['Dee Williams'],ePUB,12.99,12.99,0755358937,2011-06-09,Headline,320
The Glass Castle,['Jeannette Walls'],ePUB,11.99,11.99,0748115560,2010-02-04,"Little, Brown Book Group",352
Little Blue Truck's Halloween,"['Alice Schertle', 'Jill McElmurry']",ePUB,8.99,8.99,0544866967,2016-07-05,HarperCollins,
The G.I. Diet,"['Rick Gallop', 'Michael J. Sole M.D.']",ePUB,12.95,8.5,0761158286,2010-01-15,Workman Publishing Company,176
What Is Mathematics?,"['the late Richard Courant', 'Herbert Robbins']",ePUB,29.92,29.92,019975487X,1996-07-18,Oxford University Press Academic US,0
We Have Always Lived in the Castle,['Shirley Jackson'],ePUB,15.99,15.99,0141927550,2009-10-01,Penguin Books Ltd,176
Mary Queen of Scots,['John Guy'],ePUB,15.99,15.99,0241986893,2019-01-31,Penguin Books Ltd,100
Bookends,['Jane Green'],ePUB,15.99,15.99,0141903163,2000-06-01,Penguin Books Ltd,400
All Necessary Force,['Brad Taylor'],ePUB,14.25,14.25,110155990X,2012-01-17,Penguin Publishing Group,400
14th Deadly Sin,"['James Patterson', 'Maxine Paetro']",E-Book,0,0,031640876X,2015-05-04,Little Brown and Company,384
The Shadow Rising,['Robert Jordan'],ePUB,12.99,12.99,0748115374,2010-01-19,"Little, Brown Book Group",1056
The Artist's Way,['Julia Cameron'],ePUB,23.45,20.01,0285641263,2012-04-01,Profile,240
I'm Watching You,['Mary Burton'],ePUB,14.99,14.99,014196040X,2010-08-19,Penguin Books Ltd,448
Adolf Hitler,['Spike Milligan'],ePUB,14.99,14.99,0241966159,2012-12-13,Penguin Books Ltd,144
Love Me Not,['M. J. Arlidge'],ePUB,15.99,15.99,1405925647,2017-05-18,Penguin Books Ltd,368
How to be Good,['Nick Hornby'],ePUB,15.99,15.99,0141925280,2005-05-05,Penguin Books Ltd,256
Dust,['Patricia Cornwell'],ePUB,11.99,11.99,0748130772,2013-11-12,"Little, Brown Book Group",528
The Penguin History of the United States of America,['Hugh Brogan'],ePUB,18.99,18.99,0141937459,2001-03-29,Penguin Books Ltd,752
Muse of Nightmares,['Laini Taylor'],ePUB,18.99,18.99,0316341703,2018-10-02,"Little, Brown Books for Young Readers",
I Feel Bad About My Neck,['Nora Ephron'],ePUB,15.99,15.99,1407037781,2008-09-04,Transworld,224
Men of Men,['Wilbur Smith'],ePUB,13.95,10.4,0330472941,2008-09-04,,0
The Collapsing Empire,['John Scalzi'],Hardcover,42.25,42.25,076538888X,2017-03-21,Tor Books,336
One Rough Man,['Brad Taylor'],ePUB,14.25,14.25,1101475781,2011-02-17,Penguin Publishing Group,432
Book not found for ISBN 9780199705566,,,,,,,,
Cravings,"['Chrissy Teigen', 'Adeena Sussman']",Hardcover,59.5,59.5,1101903910,2016-02-23,POTTER CLARKSON N             ,240
When the Eagle Hunts (Eagles of the Empire 3),['Simon Scarrow'],ePUB,12.99,12.99,0755350839,2008-09-04,Headline,448
Introducing Marxism,"['Rupert Woodfin', 'Oscar Zarate']",E-Book,0,0,1281371920,2004-01-01,Icon Books Limited,176
Love in the Time of Cholera,['Gabriel Garcia Marquez'],ePUB,15.99,15.99,0241968577,2014-03-06,Penguin Books Ltd,368
The Honourable Schoolboy,['John le Carré'],ePUB,15.99,15.99,0241322367,2018-09-27,Penguin Books Ltd,704
Book not found for ISBN 9780060583262,,,,,,,,
The Lemonade War,['Jacqueline Davies'],ePUB,4.99,4.99,0547529872,2009-05-04,HarperCollins,
Skinwalker,['Faith Hunter'],ePUB,13.19,10.99,1101082216,2009-07-07,Penguin Publishing Group,0
The Lady of the Rivers,['Philippa Gregory'],ePUB,13.99,13.99,0857204300,2011-09-15,Simon & Schuster UK,512
Book not found for ISBN 9780241238844,,,,,,,,
"King's Commander, A",['Dewey Lambdin'],E-Book,0,0,1306064023,2008-01-01,McBooks Press,451
Midnight in the Garden of Good and Evil,['John Berendt'],ePUB,25.7,20.99,0307538370,2010-05-12,Knopf Doubleday Publishing Group,
Book not found for ISBN 9780230771475,,,,,,,,
Merciless,['Mary Burton'],ePUB,15.99,15.99,0141969059,2012-03-15,Penguin Books Ltd,480
The Happy Return,['C.S. Forester'],ePUB,15.99,15.99,0141959363,2006-10-05,Penguin Books Ltd,304
From Potter's Field,['Patricia Cornwell'],ePUB,11.99,11.99,0748109382,2008-09-04,"Little, Brown Book Group",416
State of Emergency,['Dominic Sandbrook'],ePUB,19.99,19.99,0241956919,2011-05-26,Penguin Books Ltd,768
The Boy Who Followed His Father into Auschwitz,['Jeremy Dronfield'],ePUB,16.99,16.99,024135918X,2019-01-24,Penguin Books Ltd,320
Time of Death,['Mark Billingham'],ePUB,11.99,11.99,1405527595,2015-04-23,"Little, Brown Book Group",448
Book not found for ISBN 9780061974267,,,,,,,,
The House on Tradd Street,['Karen White'],ePUB,13.7,11.99,1101079088,2008-11-04,Penguin Publishing Group,352
Don't Want To Miss A Thing,['Jill Mansell'],ePUB,11.99,11.99,0755355989,2013-01-31,Headline,352
Essentialism,['Greg McKeown'],ePUB,18.99,18.99,0753550288,2014-04-17,Ebury Publishing,272
Betrayal,['Julian Stockwin'],E-Book,0,0,1306017467,2012-01-01,McBooks Press,355
Shoes Were For Sunday,['Molly Weir'],ePUB,14.99,14.99,0241957931,2012-03-29,Penguin Books Ltd,208
Goodnight Lady,['Martina Cole'],ePUB,11.99,11.99,0755350758,2005-06-10,Headline,300
Homecoming Girls,['Val Wood'],ePUB,15.99,15.99,140901066X,2010-11-30,Transworld,416
Streams of Silver,['R.A. Salvatore'],ePUB,16.12,12.99,0786954051,2009-06-23,Wizards of the Coast Publishing,384
Team of Teams,"['General Stanley McChrystal', 'Tantum Collins', 'David Silverman']",ePUB,42.25,42.25,0698178513,2015-05-12,,304
Baptism of Fire,"['Andrzej Sapkowski', 'David French']",ePUB,12.99,12.99,0575090987,2014-03-06,Orion,288
Fear is the Key,['Alistair MacLean'],ePUB,9.99,9.99,000728926X,2008-09-04,HarperCollins Publishers,384
"Modern Library in Search of Lost Time, Complete and Unabridged 6-Book Bundle","['Marcel Proust', 'Terence Kilmartin', 'C K Scott Moncrieff', 'Andreas Mayor', 'D J Enright']",E-Book,0,0,1299091431,2012-01-01,Modern Library,
The Annotated Little Women (The Annotated Books),"['Louisa May Alcott', 'John Matteson']",ePUB,61.55,49.99,0393248828,2015-10-22,W. W. Norton & Company,668
The Game of Life and How to Play It,['Florence Scovel Shinn'],ePUB,20.54,16.99,1101136243,2009-09-03,Penguin Publishing Group,
The Song of Achilles,['Madeline Miller'],ePUB,15.99,13.99,1408818906,2011-09-05,Bloomsbury Publishing,368
Wham! George & Me,['Andrew Ridgeley'],ePUB,19.99,19.99,0241385830,2019-10-03,Penguin Books Ltd,368
Camp,['Kayla Miller'],ePUB,18.69,14.95,0358168503,2019-04-23,HMH Books,
Days Without End,['Sebastian Barry'],ePUB,14.29,12.99,0571277039,2016-10-18,Faber & Faber,280
A Gift for Dying,['M. J. Arlidge'],ePUB,15.99,15.99,140593249X,2019-03-07,Penguin Books Ltd,400
Tom Clancy's Duty and Honour,['Grant Blackwood'],ePUB,15.99,15.99,1405922265,2016-06-16,Penguin Books Ltd,512
Under the Banner of Heaven,['Jon Krakauer'],ePUB,25.52,20.45,1400078997,2004-06-08,Knopf Doubleday Publishing Group,
Our Kind of Traitor,['John le Carré'],ePUB,15.99,15.99,0141960957,2010-09-16,Penguin Books Ltd,400
4th of July,"['James Patterson', 'Maxine Paetro']",ePUB,12.99,12.99,0755387082,2011-04-28,Headline,351
Tuesdays With Morrie,['Mitch Albom'],ePUB,12.99,12.99,0748112618,2009-06-11,"Little, Brown Book Group",224
Rachel's Holiday,['Marian Keyes'],ePUB,15.99,15.99,0141909811,2005-05-26,Penguin Books Ltd,640
A Lesser Evil,['Lesley Pearse'],ePUB,15.99,15.99,0141900954,2006-01-19,Penguin Books Ltd,528
The 5th Horseman,"['James Patterson', 'Maxine Paetro']",ePUB,12.99,12.99,0755387287,2011-04-28,Headline,354
Binti,['Nnedi Okorafor'],ePUB,3.99,3.99,0765384469,2015-09-22,Tor Publishing Group,
Vegan Under Pressure,['Jill Nussinow'],ePUB,26.99,26.99,0544464036,2016-01-12,HarperCollins,288
Refuge,['Karen Lynch'],ePUB,6.47,6.47,1310011508,2015-11-18,Karen Lynch,
The Rose Demon,['Paul Doherty'],ePUB,12.99,12.99,0755350464,2012-09-25,Headline,464
Book not found for ISBN 9780061759734,,,,,,,,
Heart Is A Lonely Hunter,['Carson McCullers'],ePUB,26.99,26.99,0547346654,2011-01-25,HarperCollins,
"Pure, White and Deadly","['John Yudkin', 'Robert Lustig']",ePUB,16.99,16.99,0241965292,2012-11-01,Penguin Books Ltd,224
A Christmas Carol,['Charles Dickens'],ePUB,8.55,7.99,0553897055,2002-11-26,Random House Publishing Group,
Making Friends with Depression,"['Sarah Rayner', 'Kate Harrison', 'Dr Patrick Fitzgerald']",ePUB,5.49,4.25,0995774420,2017-04-30,,134
The Hazel Wood,['Melissa Albert'],Hardcover,40.4,40.4,1250147905,2018-01-30,FLATIRON                      ,368
The Mandalorian Armor,['K. W. Jeter'],ePUB,11.97,10.44,0307796469,2011-06-28,Random House Worlds,
The Penguin History of the World,"['J M Roberts', 'Odd Arne Westad']",ePUB,19.99,19.99,0141968729,2013-03-28,Penguin Books Ltd,1280
Dark Hunt,['Kim Richardson'],ePUB,0,0,1370446810,2018-06-19,Kim Richardson,
Blood Cross,['Faith Hunter'],ePUB,11.72,10.99,1101171227,2010-01-05,Penguin Publishing Group,336
Religion and the Decline of Magic,['Sir Keith Thomas'],ePUB,19.99,19.99,0141932406,2003-01-30,Penguin Books Ltd,880
Into the Fire,"['Dakota Meyer', 'Bing West']",ePUB,17.14,13.99,0679645446,2012-09-25,Random House Publishing Group,
Normal People,['Sally Rooney'],ePUB,16.49,14.99,0571334660,2018-08-28,Faber & Faber,304
The Great Divorce,['C. S. Lewis'],Paperback,36.9,36.9,0060652950,2015-04-21,HARPERCOLLINS                 ,160
The Empty Cradle,['Rosie Goodwin'],ePUB,11.99,11.99,0755385772,2012-11-08,Headline,357
The Summer Queen,['Elizabeth Chadwick'],Paperback,24.99,24.5,0751548308,2014-07-08,Little Brown,496
The Smartest Guys in the Room,"['Bethany McLean', 'Peter Elkind']",ePUB,16.99,16.99,0241968674,2013-10-31,Penguin Books Ltd,480
Cookie Recipes,['Hannie P. Scott'],ePUB,0,0,1311858377,2015-05-20,Hannie P. Scott,
Top Marks For Murder,['Robin Stevens'],ePUB,9.99,9.99,0241348412,2019-08-08,Penguin Random House Children's UK,352
The Autobiography,['Sir Alastair Cook'],ePUB,14.99,14.99,0241401453,2019-09-05,Penguin Books Ltd,288
The Way of Zen,['Alan W. Watts'],ePUB,8.55,7.99,0307784347,2011-02-16,Knopf Doubleday Publishing Group,
Walking in Wonder,"[""John O'Donohue"", 'John Quinn', 'Krista Tippett']",ePUB,23.99,19.99,0525575294,2018-11-06,Random House Publishing Group,
Book not found for ISBN 9780230763197,,,,,,,,
The Best Intentions,['Candice Hern'],ePUB,3.99,3.99,0983866546,2012-03-20,Candice Hern,
Day Trading For Dummies,['Ann C. Logue'],ePUB,31.99,31.99,1118808088,2014-01-28,Wiley,368
The 5th Horseman,"['James Patterson', 'Maxine Paetro']",Paperback,37.7,37.7,0446699314,2007-04-17,GRAND CENTRAL PUBL            ,432
Comeback,['Dick Francis'],ePUB,15.99,15.99,014194241X,2012-02-16,Penguin Books Ltd,288
After You with the Pistol,['Kyril Bonfiglioli'],ePUB,15.99,15.99,0241970326,2014-06-05,Penguin Books Ltd,198
The Cromwell Street Murders,"['John Bennett', 'Graham Gardner']",ePUB,10.99,9.99,0752471376,2011-10-30,The History Press,520
Lanny,['Max Porter'],ePUB,16.49,14.99,057134030X,2019-03-05,Faber & Faber,224
George's Marvellous Medicine,"['Roald Dahl', 'Quentin Blake']",ePUB,9.99,9.99,0141929855,2007-09-06,Penguin Random House Children's UK,128
The Notebook,['Nicholas Sparks'],ePUB,11.99,11.99,0748130462,2011-04-07,"Little, Brown Book Group",224
The Outcast,['Sadie Jones'],ePUB,15.99,15.99,1407013157,2008-09-04,Random House,480
Holly,['Jude Deveraux'],ePUB,6.99,6.99,0743493524,2003-11-10,Pocket Books,288
Cross Country,['James Patterson'],ePUB,15.99,15.99,1407005359,2008-11-06,Random House,432
Stolen,['Lesley Pearse'],ePUB,15.99,15.99,0141917679,2010-01-28,Penguin Books Ltd,496
